Country,Year,GDP growth (annual %),"Population, total",Gini index,"School enrollment, secondary (% gross)",Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),General government final consumption expenditure (% of GDP),Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Trade Openness (% of GDP),"Inflation, consumer prices (annual %)",Rule of Law - estimate,Rule of Law - pctrank,Wealth,Gender Inequality Index,fi_index,Access to electricity (% of population) (lag 5),Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+) (lag 5),"Commercial bank branches (per 100,000 adults) (lag 7)",Domestic credit to private sector (% of GDP) (lag 7),Individuals using the Internet (% of population) (lag 4),Mobile cellular subscriptions (per 100 people) (lag 4),Urban population (% of total population) (lag 5)
Honduras,1985,5.6262348492034,4323342,..,36.9912300109863,..,..,9.02783445008222,23.8250396210505,32.7095054099712,56.5345450310217,3.36267523608605,,,,,,,,,,,0.0,34.87
Honduras,1986,5.33077441753558,4448899,..,34.8403205871582,..,..,9.57232075718821,24.5480570930316,30.1550606994958,54.703117792527394,4.35272383207559,,,,,,,,,,,0.0,35.435
Honduras,1987,6.63835598040356,4576910,..,..,..,..,9.53877673565527,21.2030275447687,27.5165406764238,48.7195682211925,2.48715402223898,,,,,,,,,,,0.0,36.004
Honduras,1988,1.7460338067292,4707677,..,..,..,..,9.51042345184195,24.3422141740479,30.9030945863113,55.2453087603592,4.49125763640182,,,,,,,,,,,0.0,36.577
Honduras,1989,2.72784892932417,4841838,55.4,..,40,60,9.36282027110879,27.9970048230042,35.7803362367954,63.777341059799596,9.85040925769098,,,,,,,,,,,0.0,37.155
Honduras,1990,2.7917489495977,4980488,55.9,..,42,62.3,8.00754209652464,31.716054516808,39.2920137662249,71.0080682830329,23.3225664366467,,,,,,,,,,,0.0,37.735
Honduras,1991,-3.31930842303754,5123792,51.8,31.1649303436279,30.8,54.4,7.15742987932909,33.8489914277012,40.7977423726367,74.6467338003379,33.9722602535864,,,,,,,,,,,0.0,38.319
Honduras,1992,6.07368787706019,5271431,51.8,..,27,50,7.9874994419604,33.4084029509583,42.8478473041468,76.2562502551051,8.75988625255494,,,,,,,,,,,0.0,38.907
Honduras,1993,6.49571820818859,5423249,53.4,30.3169803619385,21.4,43.4,7.49149806860769,36.7751279423271,47.5773544990343,84.3524824413614,10.748646716372,,,,,,,,,,,0.0,39.481
Honduras,1994,0.21190349864257,5579242,55,..,24.3,43.7,7.12162952679656,44.5134996866406,55.8043255742804,100.317825260921,21.729346883819,,,,,,,,,,0.0,0.0,39.969
Honduras,1995,6.18930455759235,5739637,55.5,..,26.2,46.1,6.81525713421117,48.4351276518916,54.0137547215984,102.44888237349,29.4645292281585,,,0.6663,,,,,,,,0.0,40.46
Honduras,1996,1.87077629388163,5903954,55.7,..,28.6,48.9,7.37862240640289,54.7594046632038,60.6914429643047,115.4508476275085,23.8378353073358,-0.9293492436409,21.1055278778076,0.6679,,,54.781937,,,,,0.0,40.953
Honduras,1997,4.59808306248539,6071454,52.7,..,19.6,38.1,7.18689611084789,57.0026475295202,61.8457115128153,118.8483590423355,20.1998667554962,,,0.6676000000000001,,,58.913112,,,,,0.0,41.448
Honduras,1998,3.59023303357911,6234431,57.3,..,24.5,40.2,8.25635683327832,57.7965578038389,64.2539103994588,122.0504682032977,13.6681077485869,-0.885578393936157,22.May,0.6664,,,61.100156,,,,,0.0,41.943
Honduras,1999,-0.735651085447699,6400463,55.2,..,24.9,41.5,9.47979854278701,52.9289434584401,67.1971456624257,120.1260891208658,11.66374097913,,,0.6665,,,64.733947,,,,0.0368,0.0,42.441
Honduras,2000,7.29128815869618,6577773,..,..,..,..,13.4084733653246,53.972182998888,66.4199815853478,120.3921645842358,11.0480349344976,-0.998041212558746,19.9004974365234,0.6669,,,66.122022,,,,0.0437,0.038667793,42.941
Honduras,2001,2.72319327321379,6757993,55.4,..,19.8,34,14.687410537623,51.3817002306282,64.5613715073255,115.9430717379537,9.67415556865377,,,0.6822,,,61.68112,,,,0.171,0.234810173,43.442
Honduras,2002,3.75433786119939,6938859,55.7,..,22,38,14.9755432131836,52.730582054494,65.2668723958051,117.9974544502991,7.69050972034271,-0.879591941833496,22.3880596160889,0.6813,,,64.794754,,,,0.301,0.553155193,43.944
Honduras,2003,4.54703805165397,7119213,58.1,..,26.5,43.3,14.9208291963607,54.0940274951722,68.154249680362,122.2482771755342,7.67416639397937,-0.936451733112335,19.4029846191406,0.679,,0.2887985287003758,66.859519,22.19333333333334,8.70660373379097,31.079047118485732,0.574,1.213271137,44.447
Honduras,2004,6.23230296069102,7298994,58.1,..,25.4,42,15.0107580143337,58.4229834527808,77.0387752890733,135.4617587418541,8.1137909709338,-0.850290715694427,21.634614944458,0.6742,,0.2887985287003758,67.394103,22.19333333333334,8.706603733790969,33.5072637394851,1.2,2.332543405,44.952
Honduras,2005,6.05059922215973,7478355,59.5,..,25.1,39.8,15.5226141975342,59.0058417153113,77.4839263031749,136.4897680184862,8.80906074819819,-0.771100759506226,27.7511959075928,0.6738000000000001,,0.2990270149562821,67.4,22.19333333333334,8.706603733790969,35.3789731665476,1.42,3.475194439,45.458
Honduras,2006,6.56724355177587,7656832,57.5,57.3545684814453,21.1,35.1,15.0037811215388,56.0546420538277,77.0771930504925,133.1318351043202,5.57775207654298,-0.98868316411972,17.2248802185059,0.669,,0.3318308084911203,64.2,22.19333333333333,8.70660373379097,36.6835662057379,2.6,4.651172067,45.964
Honduras,2007,6.18832716678008,7834798,55.8,59.2733383178711,15.6,30.2,16.6023739634675,53.5090115392915,81.5616233786251,135.0706349179166,6.93621470895774,-0.928942918777466,20.0956935882568,0.6828000000000001,,0.3878030127100459,63.1,22.19333333333333,8.706603733790969,36.6835662057379,4.8,5.267541253,46.61
Honduras,2008,4.23160011009342,8012587,55.5,59.3647994995117,15.2,28.9,17.1148275892292,51.3252766875914,84.4236785054621,135.74895519305352,11.4034270813932,-0.971363067626953,18.75,0.6785,,0.4086626787293189,65.1,22.19333333333333,8.706603733790969,36.6835662057379,5.6,9.578248846,47.267
Honduras,2009,-2.43162787988011,8189899,51.3,..,12.3,25.7,18.6997382744106,39.5302508197518,57.3747551991386,96.90500601889039,5.49634273772208,-0.895501971244812,19.9052124023437,0.6612,,0.4050777832232826,67.1,22.19333333333334,15.0727345737465,36.0320656003149,6.5,16.94021888,47.927
Honduras,2010,3.73114034433009,8365878,53.1,66.0755767822266,13.8,27.8,17.9264315738123,45.7589061967483,63.6829320449336,109.4418382416819,4.69889064976226,-0.875314056873322,22.274881362915,0.6606000000000001,,0.3779500517760296,68.9,22.19333333333333,15.0727345737465,37.1910463818441,7.8,28.93089914,48.585
Honduras,2011,3.83569066207505,8540583,52.6,65.6973037719727,14.3,28.1,16.0643683897277,51.2576866755535,70.9592159217832,122.2169025973367,6.7622795731476,-0.905360877513885,20.1877937316895,0.6527000000000001,,0.3252652109701978,71.3,22.19333333333333,15.0727345737465,37.8143681852083,9.4,52.80906136,49.245
Honduras,2012,4.12868774866939,8715076,53.4,64.1757583618164,17,32.8,16.2017830432394,50.9027988216362,70.2854169866486,121.18821580828481,5.19618615531848,-1.1464250087738,9.85915470123291,0.644,,0.3553455551964347,73.5,22.19333333333333,15.8148231223406,38.8417580655353,9.6,76.65862687,49.905
Honduras,2013,2.79155975746801,8889278,50,61.5013999938965,14.6,29.2,16.7338132476973,47.9414903194725,68.3645589279634,116.30604924743591,5.16189898581494,-1.17302989959717,11.2676057815552,0.6521,,0.3586461399564553,76.4,22.19333333333333,17.725197338374,44.7293531580234,9.8,101.3706519,50.566
Honduras,2014,3.0580805621437,9063122,49.9,49.1755714416504,13.3,28.8,15.3323115474268,47.5626547300206,65.4124425546899,112.9750972847105,6.12924930313022,-0.943307340145111,16.3461532592773,0.6419,,0.3617522621523245,78.3,20.51,21.0882101037164,52.270420067944,11.1,112.473642,51.225
Honduras,2015,3.84007997093951,9237305,49.2,50.0197715759277,13,28.6,14.3052467695847,45.1667574562581,62.097647897982,107.2644053542401,3.15783117980923,-0.942611634731293,16.6666660308838,0.6428,,0.3522936472952077,81.0,20.51,22.3658137121851,51.291832674053,15.9,93.50217756,51.885
Honduras,2016,3.89297219726413,9412380,49.8,50.6989898681641,14.6,28.3,14.1139360855006,42.7141047814182,57.1016121691742,99.8157169505924,2.72461223295289,-1.1369264125824,11.4285717010498,0.6445000000000001,,0.3582889172194204,82.2,20.51,21.4529589507916,50.3382201748979,18.1,83.82310291,52.543
Honduras,2017,4.84291391050387,9588137,49.4,50.7352905273438,13.9,27.5,13.4984164607115,43.0938548370178,58.7192562426045,101.8131110796223,3.93436084442044,-1.06041383743286,13.8095235824585,0.6424000000000001,,0.3596672456432828,83.6,24.17,18.8184590283599,47.4622470777193,17.8,86.68153462,53.202
Honduras,2018,3.84499476966735,9765210,48.9,..,14.2,27.2,13.4622514861767,41.4548165613247,62.0963456541272,103.5511622154519,4.34734937777528,-1.05719459056854,15.2380952835083,0.646,,0.3574327332935962,87.2,27.83,19.0780302486221,47.3092310306697,23.0,84.63214651,53.858
Honduras,2019,2.55963434592314,9943633,48.2,64.1083908081055,12.7,26.4,13.879034545863,40.2189637388964,59.2410142548624,99.4599779937588,4.36587159819267,-1.0414981842041,14.7619047164917,0.6401,,0.357173866604775,88.7,31.49,20.9216308938343,51.2756482307446,27.1,86.59296148,54.514
Honduras,2020,-8.96508223267296,10119640,..,56.8269882202148,..,..,15.6611069089394,35.8751401030378,52.1257162805914,88.0008563836292,3.46841177951184,-1.01033341884613,16.6666660308838,0.6584,,0.3350172174498934,90.0,36.10666666666667,21.2248912484432,54.7226868179144,29.5,82.79219153,55.165
Honduras,2021,12.5652843771279,10289877,..,54.5551300048828,..,..,15.6740308613565,39.3653983599255,64.0072450999929,103.37264345991841,4.48087963413445,-1.08797383308411,15.2380952835083,0.6409,,0.3331261207603511,91.6,40.723333333333336,21.0599785157917,55.0869372049161,31.7,85.52647898,55.813
Honduras,2022,4.14356194013767,10463872,..,54.1617584228516,..,..,14.2760938647873,42.4391817948962,70.2593431190701,112.6985249139663,9.08963911525025,-1.0175416469574,17.4528293609619,0.6334000000000001,,0.3447406994476156,86.5,45.34,19.0653186647017,54.5936002238152,36.0,77.49076112,56.457
Honduras,2023,3.58260362632656,10644851,..,55.1028709411621,..,..,14.4211359158095,37.010574858456,60.9429036101699,97.9534784686259,6.66325180347457,-1.09500813484192,15.0943393707275,0.633,,0.3637099490444592,91.6,45.34,19.2639333709499,57.8354023642267,39.4,75.91082245,57.096
Honduras,2024,..,..,..,..,..,..,..,..,..,,4.60621098127107,,,,,,,,,,,,
Nicaragua,1975,-0.153246894342743,2816943,..,23.8893394470215,..,..,9.04787613759541,28.0427575160875,36.9397294408441,64.9824869569316,..,,,,,,,,,,,,
Nicaragua,1976,5.20945449847707,2903851,..,25.9989490509033,..,..,9.33815749523287,32.9947207313356,31.8420421352083,64.83676286654389,..,,,,,,,,,,,,
Nicaragua,1977,8.36848053029937,2992534,..,29.6623001098633,..,..,8.90554307542527,32.0913335247534,37.426494952335,69.5178284770884,..,,,,,,,,,,,,
Nicaragua,1978,-7.83880037064259,3080314,..,27.0586700439453,..,..,11.7533290977513,34.4096982244765,31.2492914572312,65.65898968170771,..,,,,,,,,,,,,
Nicaragua,1979,-26.478788867521,3164525,..,29.4854202270508,..,..,17.8503028442233,42.0245802111015,28.1323627531523,70.1569429642538,..,,,,,,,,,,,0.0,
Nicaragua,1980,4.6117322795338,3252403,..,36.2196502685547,..,..,19.7275804550111,24.2288003565564,43.268361668355,67.4971620249114,..,,,,,,,,,,,0.0,48.898
Nicaragua,1981,5.36329018938126,3345674,..,..,..,..,21.9381669244575,22.3441657136051,41.7809968054086,64.1251625190137,..,,,,,,,,,,,0.0,49.177
Nicaragua,1982,-0.816361918743468,3438745,..,33.3081398010254,..,..,23.4431778049136,15.9788215068685,26.0552263979111,42.0340479047796,..,,,,,,,,,,,0.0,49.456
Nicaragua,1983,4.61321162700499,3530282,..,37.0756912231445,..,..,31.4440118919771,19.4003055985003,29.9926178819349,49.3929234804352,..,,,,,,,,,,,0.0,49.734
Nicaragua,1984,-1.56609391319724,3619104,..,32.6817283630371,..,..,35.3386650576044,16.4430387120894,29.4508112745012,45.893849986590595,..,,,,,,,,,,,0.0,50.013
Nicaragua,1985,-4.08185148731935,3706479,..,28.3463897705078,..,..,35.730704667712,14.7661996358725,21.8262615052929,36.5924611411654,..,,,,,,,,,,,0.0,50.292
Nicaragua,1986,-1.01730916120101,3794157,..,29.2909603118896,..,..,35.3510782850756,12.7763132744146,20.8316025001169,33.6079157745315,..,,,,,,,,,,,0.0,50.57
Nicaragua,1987,-0.706352941499915,3882164,..,31.7915592193604,..,..,34.2330672335019,11.7706828687163,13.7603664802564,25.5310493489727,..,,,,,,,,,,,0.0,50.849
Nicaragua,1988,-12.4498220367125,3972320,..,31.7397708892822,..,..,32.2084003856666,17.980878530468,58.2702051552781,76.2510836857461,..,,,,,,,,,,,0.0,51.127
Nicaragua,1989,-1.73821633052118,4066476,..,31.1931896209717,..,..,26.6969508807477,32.5370110134318,65.1916729304879,97.72868394391969,..,,,,,,,,,,,0.0,51.406
Nicaragua,1990,-0.0524997212688305,4162559,..,34.6021995544434,..,..,43.4792056528719,24.9483592559642,46.3424548271313,71.2908140830955,..,,,,,,,,,,,0.0,51.684
Nicaragua,1991,-0.189281493926757,4259637,..,40.4760093688965,..,..,20.5506391347099,21.82198401817,52.505989723988,74.32797374215801,..,,,,,,,,,,,0.0,51.963
Nicaragua,1992,0.386346578416166,4357026,..,40.7747917175293,..,..,19.6720214190094,17.2512271307452,53.2663989290495,70.51762605979471,..,,,,,,,,,,,0.0,52.241
Nicaragua,1993,-0.392936046663081,4453732,57.1,41.5942306518555,38.3,58.6,17.5887250569794,20.42792688032,47.858039908833,68.28596678915301,..,,,,,,,,,,,0.0,52.519
Nicaragua,1994,3.33772611282539,4549316,..,42.5326881408691,..,..,7.49096592667875,13.1398768688125,25.9413394233817,39.0812162921942,..,,,,,,,,,,0.0,0.0,52.797
Nicaragua,1995,5.91190793658714,4642931,..,44.4172096252441,..,..,7.51657999473092,16.0950862533839,27.9447081523625,44.039794405746406,..,,,0.6665,,,,,,,,0.0,53.075
Nicaragua,1996,6.3442683605154,4729974,..,..,..,..,7.34507965495221,16.8473581081537,31.6354801891617,48.482838297315396,..,-0.515926837921143,35.1758804321289,0.6666000000000001,,,,,,,,0.0,53.352
Nicaragua,1997,3.96665092760821,4809573,..,..,..,..,6.91524311357816,19.4195451837514,38.5859854650092,58.0055306487606,..,,,0.6663,,,,,,,,0.007157551,53.63
Nicaragua,1998,3.71168146396694,4883655,54.4,46.1412010192871,25.8,48,7.12629932963073,19.3344405147071,37.6792745533298,57.0137150680369,..,-0.605091035366058,33,0.668,,,72.064174,,,,0.0132,0.047197347,53.907
Nicaragua,1999,7.03597046350201,4954018,..,51.2359886169434,..,..,8.227810985919,18.5302795190448,44.0073650017969,62.537644520841695,..,,,0.6681,,,69.2538299560547,,,,0.03,0.093182257,54.183
Nicaragua,2000,4.10159025073438,5022633,..,52.7258491516113,..,..,8.67671427742945,20.1081658866931,41.1903315733091,61.2984974600022,7.06991352252517,-0.862790763378143,26.3681583404541,0.668,,,69.8499069213867,,,,0.0841,0.105976404,54.437
Nicaragua,2001,2.96084349057273,5087825,52.9,55.628791809082,17.8,40.1,8.96260821490308,19.0419108824493,38.9382206647775,57.980131547226804,5.98604186279518,,,0.682,,,70.4432601928711,,,,0.206,0.154412963,54.587
Nicaragua,2002,0.753938876079573,5149909,..,59.805908203125,..,..,8.74502652362897,18.8471358845682,39.2441485235103,58.091284408078494,3.75017465778466,-0.677636325359344,32.3383102416992,0.6813,,,71.0332107543945,,,,0.304,0.368073346,54.737
Nicaragua,2003,2.52073289551447,5210963,..,..,..,..,9.18469723668059,20.704998914845,41.4700669729064,62.1750658877514,5.30238773219936,-0.560249149799347,34.825870513916,0.6789000000000001,,0.0994272622679584,69.047103,22.19333333333334,8.70660373379097,32.9452662337524,0.498,0.875842941,54.886
Nicaragua,2004,5.31217056950739,5272912,..,64.1583480834961,..,..,9.08413312739566,23.0598557398256,44.1354610401784,67.19531678000399,8.47021063584077,-0.788531184196472,24.0384616851807,0.6743,,0.0994272622679584,72.2001266479492,22.19333333333334,8.706603733790969,33.5072637394851,0.98,1.762445586,55.036
Nicaragua,2005,4.28239833770654,5342105,48.8,66.9869766235352,9.1,29.3,9.42815325263766,24.3821308946094,47.2635928126897,71.6457237072991,9.59909986064425,-0.614661514759064,33.4928245544434,0.6737000000000001,,0.1256849228361918,73.0,22.19333333333334,8.706603733790969,35.3789731665476,1.45,3.168043069,55.185
Nicaragua,2006,4.15319958790397,5418855,..,66.5023880004883,..,..,15.1660243356502,31.266934818829,56.0426799508575,87.3096147696865,9.1401996677772,-0.752042233943939,27.2727279663086,0.669,,0.1409223223328145,72.2,22.19333333333333,8.70660373379097,13.7178365947142,1.71,4.511270761,55.335
Nicaragua,2007,5.07581749945302,5497243,..,69.1894378662109,..,..,14.0181524778936,33.0636505027346,59.9615921022848,93.0252426050194,11.1269347446118,-0.788387358188629,24.4019145965576,0.6828000000000001,,0.1550157865627079,74.1,22.19333333333333,8.706603733790969,13.7178365947142,1.88,8.767622846,55.484
Nicaragua,2008,3.43477216304957,5576593,..,67.561653137207,..,..,13.8382279680684,34.470419557478,62.3236655690696,96.7940851265476,19.8262031287429,-0.808183550834656,24.0384616851807,0.6782,,0.1839674531183367,74.6,22.19333333333333,8.706603733790969,13.7178365947142,2.32,13.71320868,55.633
Nicaragua,2009,-3.29129212830696,5656601,43.9,..,8.3,24.2,14.49781090224,33.9816696387841,53.0123051584504,86.9939747972345,3.68700160498797,-0.786913633346558,25.1184825897217,0.6615,,0.1674222084529358,75.2,22.19333333333334,4.94490477012486,15.1303966197719,2.57,20.52144966,55.782
Nicaragua,2010,4.40964549908733,5737450,..,67.9309005737305,..,..,14.0976840664628,40.4668220601758,59.8972478241345,100.36406988431031,5.45513425887423,-0.837366938591003,24.1706161499023,0.6607000000000001,,0.1476382156456746,73.8,22.19333333333333,4.94490477012486,17.6800014490544,2.81,33.09732772,55.935
Nicaragua,2011,6.31747638326586,5819051,..,..,..,..,13.5987444224434,45.0169265724375,66.8106870089697,111.82761358140719,8.082387980991,-0.725575923919678,28.6384983062744,0.6529,,0.1581693454407295,76.3,22.19333333333333,4.94490477012486,19.6395041737259,3.9,44.62419926,56.132
Nicaragua,2012,6.49597922902167,5901287,..,..,..,..,13.5685281439395,47.469485025787,67.708362736045,115.177847761832,7.1935505333896,-0.733911514282227,28.1690139770508,0.6438,,0.1604108111676655,76.9,22.19333333333333,6.30130803431429,22.6195637092088,5.3,54.64384473,56.328
Nicaragua,2013,4.92611504652518,5983845,..,..,..,..,13.7620659303426,45.2143233319461,65.7705070176666,110.98483034961271,7.13546785289407,-0.674326598644257,31.4553985595703,0.652,,0.1714198438088376,77.5,22.19333333333333,7.01520696435387,26.4616655344019,7.3,57.95828815,56.525
Nicaragua,2014,4.78649248722054,6066492,46.2,..,3.9,14.4,14.2796924802936,45.0079927886564,61.6900613807259,106.6980541693823,6.03596861798425,-0.714166402816772,27.4038467407227,0.6417,,0.1865442804335582,77.9,14.22,7.46658702307175,32.9624753605887,10.0,67.66439527,56.721
Nicaragua,2015,4.79144081994679,6149417,..,..,..,..,14.0523486728769,40.0834610749855,58.1101329567711,98.1935940317566,3.99737996694396,-0.754737794399261,25.7142848968506,0.6427,,0.2037845606724167,80.1,14.22,8.24672902504548,31.3903649646792,10.6,81.16938965,56.917
Nicaragua,2016,4.56295442923394,6232666,..,..,..,..,14.4611201253876,38.8819784306042,54.9317442493445,93.8137226799487,3.52317317628473,-0.656879246234894,28.5714282989502,0.6443,,0.2406745018714944,81.2,14.22,8.15996736013056,28.4640339164049,13.5,97.03373143,57.113
Nicaragua,2017,4.63253398090997,6316231,..,..,..,..,14.4105435937047,41.338708120112,55.0412764313991,96.3799845515111,3.85067166284727,-0.660670220851898,28.5714282989502,0.6425000000000001,,0.2552190763762947,81.3,15.96,6.82468326436583,26.7903691296877,15.5,111.2683166,57.309
Nicaragua,2018,-3.36368764606334,6400080,..,..,..,..,14.8026219743642,42.2773900941147,51.7075924357889,93.98498252990359,4.94723728039886,-1.07846295833588,13.3333330154419,0.6459,,0.2284038234609075,81.9,17.700000000000003,7.17849323427013,26.2021703423694,17.6,113.8384416,57.505
Nicaragua,2019,-2.89702791954369,6483657,..,..,..,..,15.2132358884868,44.8045000879666,49.2377809583133,94.0422810462799,5.37628990844126,-1.20158541202545,9.5238094329834,0.64,,0.2125118841254732,81.9,19.44,7.06991574104293,28.7257857991573,19.7,115.3296496,57.7
Nicaragua,2020,-1.75595289214087,6565267,..,..,..,..,15.1740939400062,41.8936791638348,47.0122522456327,88.9059314094675,3.68181341625572,-1.19874393939972,10.4761905670166,0.6585000000000001,,0.2080190150324161,83.2,23.246666666666666,7.40692913347457,31.8720432422989,24.6,121.2275335,57.895
Nicaragua,2021,10.3160912841791,6644741,..,..,..,..,15.3939705826185,46.6175237857842,60.0776744307594,106.6951982165436,4.92841396948968,-1.36633682250977,7.14285707473755,0.6408,,0.2184766811950487,83.9,27.053333333333335,7.58856246138603,33.8611180253853,30.4,126.2222916,58.09
Nicaragua,2022,3.75228475736668,6730654,..,..,..,..,13.7345461864414,49.846909059172,65.4924647908648,115.3393738500368,10.4674244465991,-1.3109118938446,8.96226406097412,0.6331,,0.2303732177024396,84.6,30.86,8.09147198608454,36.8512472678911,33.9,113.2267851,58.299
Nicaragua,2023,4.56922317096145,6823613,..,69.6625518798828,..,..,12.1637387297258,45.7989466199182,59.0697810434681,104.8687276633863,8.38765854872536,-1.27818691730499,9.43396186828613,0.6334000000000001,,0.2344416270663545,85.2,30.86,11.051656865773,38.5800094922498,37.8,86.86221512,58.522
Nicaragua,2024,..,..,..,..,..,..,..,..,..,,4.62473841057141,,,,,,,,,,,,
Panama,1975,1.74091943389571,1732389,..,54.9533081054688,..,..,17.0638484121962,68.9926650228199,80.8348370127575,149.82750203557742,5.88104130650944,,,,,,,,,,,,
Panama,1976,1.66446135912921,1776935,..,57.5155906677246,..,..,17.547055646098,62.8488786780758,74.2205303801313,137.0694090582071,3.94999999941722,,,,,,,,,,,,
Panama,1977,1.09402589445256,1821543,..,59.635440826416,..,..,17.7016668858446,65.3086981928208,71.7115371615841,137.02023535440492,4.58553791889613,,,,,,,,,,,,
Panama,1978,9.7926439248093,1866311,..,61.6302909851074,..,..,17.5060453523632,59.0250920417958,66.792613947549,125.8177059893448,4.20052123266097,,,,,,,,,,,,
Panama,1979,4.51475107286734,1911552,48.7,62.0729713439941,6.2,18.2,18.0088947876985,58.9493314116613,72.9137178167528,131.8630492284141,7.98881859610768,,,,,,,,,,,0.0,
Panama,1980,13.0844817338517,1957534,..,60.8097190856934,..,..,16.7889097178588,65.0313115073008,72.470634706797,137.5019462140978,13.8079019078008,,,,,,,,,,,0.0,49.038
Panama,1981,9.20680945047272,2004418,..,60.4244499206543,..,..,16.246677906025,62.2891813692173,71.4337151836557,133.722896552873,7.30232836526219,,,,,,,,,,,0.0,49.319
Panama,1982,5.34845643566845,2052271,..,59.4875183105469,..,..,18.2511674343088,56.8096820671071,59.9752877407772,116.7849698078843,4.25057176328124,,,,,,,,,,,0.0,49.598
Panama,1983,-4.49136434329135,2101106,..,58.9916191101074,..,..,17.7962295846795,47.137501057395,45.9975452398368,93.13504629723181,2.10284124368167,,,,,,,,,,,0.0,49.879
Panama,1984,2.70947377521715,2150782,..,59.7757911682129,..,..,18.8685971156488,44.5071278167269,47.3699002283069,91.8770280450338,1.58264332858587,,,,,,,,,,,0.0,50.159
Panama,1985,4.94223364743267,2200915,..,59.814079284668,..,..,18.6620348359251,45.4422048365508,48.617367368802,94.0595722053528,1.02661989275157,,,,,,,,,,,0.0,50.447
Panama,1986,3.56778822646233,2251325,..,59.9889793395996,..,..,19.58121602907,47.1090454074329,50.2184136824049,97.3274590898378,-0.0663841083593552,,,,,,,,,,,0.0,50.786
Panama,1987,-1.80905547693988,2301970,..,60.1593894958496,..,..,21.0115982105918,47.3636983933586,51.2270731841527,98.5907715775113,0.996423096679178,,,,,,,,,,,0.0,51.126
Panama,1988,-13.3798437861779,2352848,..,59.7686805725098,..,..,19.9495207633741,49.8091612170624,47.8561842536862,97.6653454707486,0.35922084492817,,,,,,,,,,,0.0,51.465
Panama,1989,1.56224701004832,2403820,58.6,59.1589584350586,22.4,31.8,18.4191342836623,52.258710520074,57.3390338158015,109.59774433587549,0.205867258317745,,,,,,,,,,,0.0,51.805
Panama,1990,8.09899300707535,2455583,..,60.7973403930664,..,..,17.2773189542315,57.4932945723843,64.3002583009829,121.7935528733672,0.769485354956023,,,,,,,,,,,0.0,52.143
Panama,1991,9.41900577419628,2508265,58,61.1705093383789,20.1,28.8,16.7412978870904,64.3522561564838,75.8943021485579,140.2465583050417,1.25626077674688,,,,,,,,,,,0.0,52.482
Panama,1992,8.20168016089707,2561336,..,61.6468391418457,..,..,15.1664931951316,66.3566950191609,78.5224935282188,144.8791885473797,1.82452156989957,,,,,,,,,,,0.0,52.82
Panama,1993,5.4557443567584,2615099,..,62.7765197753906,..,..,14.445855544997,64.0586586268777,75.6205627103837,139.6792213372614,0.453930078840388,,,,,,,,,,,0.0,53.159
Panama,1994,2.85014710063092,2669546,..,62.759651184082,..,..,14.1205977416737,66.0420556339858,77.5669771585712,143.609032792557,1.26843190106196,,,,,,,,,,0.0,0.0,53.497
Panama,1995,1.75167879322242,2724557,57.7,64.1104736328125,15.2,22.7,14.4078905567172,66.8471008580416,80.0582791787561,146.90538003679768,0.994206982933841,,,0.6684,,,70.19,,,,,0.0,53.903
Panama,1996,-5.76501591036177,2780227,..,64.4775619506836,..,..,13.4819402565477,83.4318450312489,82.1778351522853,165.60968018353418,1.25571661111548,-0.16697995364666,46.7336692810059,0.666,,,73.4431304931641,,,,,0.0,54.757
Panama,1997,7.70904000189154,2836695,58.1,..,14.2,21.8,12.5655422549908,88.9202561675413,85.7936068743574,174.7138630418987,1.32435122100608,,,0.6666000000000001,,,74.2556381225586,,,,,0.0,55.609
Panama,1998,8.38747212468969,2893914,57.4,..,14.5,21.6,12.7820729138702,76.9210392173907,81.0753692954482,157.9964085128389,0.559081293442493,-0.130363434553146,47,0.6683,,,75.0674591064453,,,,0.00764,0.0,56.456
Panama,1999,5.21164584606353,2951822,56.4,64.0488510131836,12.3,19.3,13.189418876293,63.7846916423096,67.7727052999404,131.55739694225,1.24718256949636,,,0.6682,,,75.8779220581055,,,,0.0561,0.0,57.301
Panama,2000,4.20900547865375,3010369,56.6,64.3859405517578,11.1,18.3,13.4823415741466,68.9601167325743,70.2378181350816,139.1979348676559,1.49896111605777,-0.187658607959747,44.7761192321777,0.6661,,,76.6863403320313,,,,0.22,0.25256115,58.141
Panama,2001,0.949908149985234,3069537,56.7,66.3956604003906,14,22.8,14.4271469700213,68.7000854646216,66.8842656537739,135.5843511183955,0.307062436028722,,,0.6823,,,77.4920425415039,,,,0.539,0.830058925,58.978
Panama,2002,2.50884372716125,3129344,56.1,67.7060394287109,9.6,19.5,15.4025279553087,62.8290573143366,63.1954251355142,126.02448244985081,1.00583090379039,-0.0883368402719498,49.2537307739258,0.6813,,,78.2943496704102,,,,2.75,2.976698822,59.807
Panama,2003,5.09686030493801,3189807,55.7,..,9.9,18.7,14.5095878576738,58.1335706161728,59.1339083244728,117.26747894064559,0.391666666666657,-0.140504896640778,48.756217956543,0.6789000000000001,,0.2199022971587727,79.0925750732422,22.19333333333334,8.70660373379097,24.481725711780935,3.84,7.912963114,60.632
