Country Name,year,Access to electricity (% of population) (lag 5),Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+) (lag 5),"Commercial bank branches (per 100,000 adults) (lag 7)",Domestic credit to private sector (% of GDP) (lag 7),Individuals using the Internet (% of population) (lag 4),Mobile cellular subscriptions (per 100 people) (lag 4),Urban population (% of total population) (lag 5)
British Virgin Islands,1994,,,,,0.0,0.0,36.123
British Virgin Islands,1995,94.606559753418,,,,,,37.814
British Virgin Islands,1996,94.8247375488281,,,,,,39.334
British Virgin Islands,1997,95.0428009033203,,,,,,39.603
British Virgin Islands,1998,95.2601928710938,,,,,,39.872
British Virgin Islands,1999,95.4762191772461,,,,,,40.142
British Virgin Islands,2000,95.6902008056641,,,,,6.622516556,40.413
British Virgin Islands,2001,95.9014739990234,,,,,,40.684
British Virgin Islands,2002,96.1093368530273,,,,,,40.955
British Virgin Islands,2003,96.3131256103516,,,,,,41.228
British Virgin Islands,2004,96.512077331543,,,,,,41.5
British Virgin Islands,2005,97.1,,,,,,41.774
British Virgin Islands,2006,97.2,,,,18.9,37.5798572,42.048
British Virgin Islands,2007,97.3,,,,,,42.328
British Virgin Islands,2008,97.4,,,,,,42.615
British Virgin Islands,2009,97.5,,,,,,42.909
British Virgin Islands,2010,97.6,,,,,,43.21
British Virgin Islands,2011,97.8,,,,,82.17220436,43.517
British Virgin Islands,2012,97.9,,,,,88.07198928,43.831
British Virgin Islands,2013,98.1,,,,36.0,173.9054874,44.152
British Virgin Islands,2014,98.3,,,,37.0,172.4633474,44.479
British Virgin Islands,2015,98.3,,,,37.4,166.6440169,44.814
British Virgin Islands,2016,98.7,,,,37.6,171.3627247,45.154
British Virgin Islands,2017,98.9,,,,,186.3628433,45.502
British Virgin Islands,2018,99.1,,,,,189.0304097,45.856
British Virgin Islands,2019,99.2,,,,,194.766056,46.216
British Virgin Islands,2020,100.0,,,,77.7,133.4577491,46.583
British Virgin Islands,2021,100.0,,,,77.7,146.5169661,46.957
British Virgin Islands,2022,100.0,,,,,131.7092467,47.337
British Virgin Islands,2023,100.0,,,,,129.1538713,47.723
Cayman Islands,1975,,,,,,,
Cayman Islands,1976,,,,,,,
Cayman Islands,1977,,,,,,,
Cayman Islands,1978,,,,,,,
Cayman Islands,1979,,,,,,0.0,
Cayman Islands,1980,,,,,,0.0,100.0
Cayman Islands,1981,,,,,,0.0,100.0
Cayman Islands,1982,,,,,,0.0,100.0
Cayman Islands,1983,,,,,,0.0,100.0
Cayman Islands,1984,,,,,,0.0,100.0
Cayman Islands,1985,,,,,,0.0,100.0
Cayman Islands,1986,,,,,,0.0,100.0
Cayman Islands,1987,,,,,,0.0,100.0
Cayman Islands,1988,,,,,,0.0,100.0
Cayman Islands,1989,,,,,,0.0,100.0
Cayman Islands,1990,,,,,,0.0,100.0
Cayman Islands,1991,,,,,,,100.0
Cayman Islands,1992,,,,,,,100.0
Cayman Islands,1993,,,,,,,100.0
Cayman Islands,1994,,,,,0.0,0.0,100.0
Cayman Islands,1995,99.846923828125,,,,,2.044623263,100.0
Cayman Islands,1996,99.8788146972656,,,,,3.445269728,100.0
Cayman Islands,1997,99.9102401733398,,,,0.0,4.19468673,100.0
Cayman Islands,1998,100.0,,,,0.0,5.770577376,100.0
Cayman Islands,1999,100.0,,,,3.95,7.725138711,100.0
Cayman Islands,2000,100.0,,,,,,100.0
Cayman Islands,2001,100.0,,,,,11.54894741,100.0
Cayman Islands,2002,100.0,,,,,13.99339577,100.0
Cayman Islands,2003,100.0,,,,,21.96109153,100.0
Cayman Islands,2004,100.0,,,,,26.98068486,100.0
Cayman Islands,2005,100.0,,,,,41.40887611,100.0
Cayman Islands,2006,100.0,,,,,44.75221406,100.0
Cayman Islands,2007,100.0,,,,,47.96862888,100.0
Cayman Islands,2008,100.0,,,,,74.63675308,100.0
Cayman Islands,2009,100.0,,,,38.0,173.2296103,100.0
Cayman Islands,2010,100.0,,,,44.5,192.1227972,100.0
Cayman Islands,2011,100.0,,,,52.0,204.4373275,100.0
Cayman Islands,2012,100.0,,,,61.0,192.3067895,100.0
Cayman Islands,2013,100.0,,,,64.5,206.6442341,100.0
Cayman Islands,2014,100.0,,,,66.0,185.9821726,100.0
Cayman Islands,2015,100.0,,,,69.5,174.3981114,100.0
Cayman Islands,2016,100.0,,,,69.7,173.8199085,100.0
Cayman Islands,2017,100.0,,,,71.4,168.4120113,100.0
Cayman Islands,2018,100.0,,,,74.1,152.8861652,100.0
Cayman Islands,2019,100.0,,,,77.0,153.0823661,100.0
Cayman Islands,2020,100.0,,,,79.0,153.6543837,100.0
Cayman Islands,2021,100.0,,,,81.1,152.0202576,100.0
Cayman Islands,2022,100.0,,,,,,100.0
Cayman Islands,2023,100.0,,,,,149.6960716,100.0
Chile,1975,,,,,,,
Chile,1976,,,,,,,
Chile,1977,,,,,,,
Chile,1978,,,,,,,
Chile,1979,,,,,,0.0,
Chile,1980,,,,,,0.0,78.386
Chile,1981,,,,,,0.0,78.982
Chile,1982,,,,,,0.0,79.565
Chile,1983,,,,,,0.0,80.136
Chile,1984,,,,,,0.0,80.695
Chile,1985,,,,,,0.0,81.243
Chile,1986,,,,,,0.0,81.778
Chile,1987,,,,,,0.0,82.226
Chile,1988,,,,,,0.0,82.359
Chile,1989,,,,,,0.0,82.492
Chile,1990,,,,,,0.0,82.624
Chile,1991,,,,,,0.0,82.755
Chile,1992,,,,,,0.0,82.885
Chile,1993,,,,,,0.037216408,83.014
Chile,1994,,,,,0.0,0.104332892,83.143
Chile,1995,92.257427,,,,,0.266451437,83.271
Chile,1996,94.781623840332,,,,0.0365,0.467541804,83.398
Chile,1997,94.560057,,,,0.0718,0.608541585,83.564
Chile,1998,95.2737274169922,,,,0.141,0.814113391,83.896
Chile,1999,95.5180740356445,,,,0.347,1.368639745,84.223
Chile,2000,95.760383605957,,,,0.683,2.185860172,84.545
Chile,2001,95.617315,,,,1.06,2.766776987,84.861
Chile,2002,96.2361679077148,,,,1.66,6.429716534,85.172
Chile,2003,97.241124,,,,4.1,14.89605908,85.477
Chile,2004,96.6955490112305,,,,16.6,22.15717664,85.778
Chile,2005,97.9,,,,19.1,32.85744801,86.073
Chile,2006,97.1,,,,22.1,39.78841312,86.363
Chile,2007,97.3,,,,25.5,45.83031509,86.606
Chile,2008,98.8,,,73.0816959622537,28.2,57.81873304,86.665
Chile,2009,97.5,,,74.3460982792707,31.2,65.34385645,86.725
Chile,2010,97.7,,,75.8320621380067,34.5,76.22360399,86.783
Chile,2011,99.4,,14.8137395943422,76.7499857826017,35.9,84.59985967,86.842
Chile,2012,98.0,,15.267232726176,77.6345654084378,37.3,88.80729074,86.9
Chile,2013,98.2,,16.4845715762176,78.113323368979,41.6,97.72343715,86.959
Chile,2014,99.6,,17.0606369299215,84.0752473162029,45.0,116.7493111,87.017
Chile,2015,99.5,,17.2602515884572,100.172568090225,52.2,129.9394599,87.074
Chile,2016,99.6,42.18,16.8690201206036,102.68707590882,55.1,138.0537951,87.132
Chile,2017,100.0,,17.286196043738,99.475590658437,58.0,135.1310128,87.189
Chile,2018,99.6,,17.1828712164469,101.863485354335,61.1,133.8868853,87.246
Chile,2019,100.0,63.26,17.1038358590725,104.266686520499,76.6,129.861175,87.303
Chile,2020,99.7,,16.9476736983953,106.039690609015,83.6,128.8584324,87.36
Chile,2021,100.0,,16.743951256466,109.059262769559,82.3,125.28541,87.422
Chile,2022,99.7,74.35,16.0551693659537,110.121398407654,84.9,134.6365175,87.49
Chile,2023,100.0,,15.7123238141173,111.312209230487,85.0,131.5774455,87.564
Colombia,1975,,,,,,,
Colombia,1976,,,,,,,
Colombia,1977,,,,,,,
Colombia,1978,,,,,,,
Colombia,1979,,,,,,0.0,
Colombia,1980,,,,,,0.0,60.306
Colombia,1981,,,,,,0.0,61.003
Colombia,1982,,,,29.7866248012876,,0.0,61.693
Colombia,1983,,,,28.5948860540703,,0.0,62.379
Colombia,1984,,,,27.3613219576302,,0.0,63.061
Colombia,1985,,,,27.8080940134383,,0.0,63.738
Colombia,1986,,,,27.1973735234271,,0.0,64.408
Colombia,1987,,,,30.4646229252816,,0.0,65.073
Colombia,1988,,,,32.8222645759247,,0.0,65.733
Colombia,1989,,,,34.1744557517765,,0.0,66.387
Colombia,1990,,,,36.7322749437894,,0.0,67.034
Colombia,1991,,,,37.3224853912167,,0.0,67.566
Colombia,1992,,,,35.6275208256014,,0.0,68.051
Colombia,1993,,,,,,0.0,68.532
Colombia,1994,,,,25.4899818775378,0.0,0.0,69.008
Colombia,1995,89.9,,,23.2207245066807,,0.0,69.481
Colombia,1996,91.8366546630859,,,,,0.0,69.949
Colombia,1997,92.1326599121094,,,25.9105916549165,,0.0,70.415
Colombia,1998,92.4279937744141,,,23.4043091760028,0.107,0.245938139,70.874
Colombia,1999,92.7219619750977,,,25.2421600275776,0.188,0.763384012,71.328
Colombia,2000,91.2,,,28.6713526450495,0.33,1.42730078,71.777
Colombia,2001,93.3031005859375,,,31.0736127250167,0.551,3.391517836,72.223
Colombia,2002,93.5889129638672,,,33.6634295845069,1.13,4.744384773,72.662
Colombia,2003,93.8706436157227,,,35.3234826301522,1.7,5.096626456,73.098
Colombia,2004,94.1475296020508,,,36.4758451431847,2.21,5.75492345,73.53
Colombia,2005,95.2,,,35.2185505194702,2.85,8.196373426,73.957
Colombia,2006,98.5,,,31.654183439449,4.6,11.36250635,74.379
Colombia,2007,94.9,,,20.9474743929536,7.39,15.0671079,74.797
Colombia,2008,95.1,,,21.9066125992657,9.12,24.97241422,75.211
Colombia,2009,95.3,,,21.5233089569655,11.0,51.75155503,75.62
Colombia,2010,96.8,,,21.0762350135313,15.3,69.58309594,76.024
Colombia,2011,95.7,,,22.1991386566001,21.8,78.37404023,76.423
Colombia,2012,96.0,,,22.7527186089507,25.6,94.40706951,76.816
Colombia,2013,96.8,,,27.3293271996088,30.0,95.13853853,77.204
Colombia,2014,96.1,,,30.5665682234071,36.5,99.24479163,77.587
Colombia,2015,96.8,,14.1340923673289,31.3428821283831,40.4,101.9676509,77.964
Colombia,2016,96.7,30.43,14.0683391512135,30.058849809334,49.0,107.1729328,78.335
Colombia,2017,97.0,,13.8930338668499,32.3529586377969,51.7,108.7745797,78.701
Colombia,2018,97.8,,14.8541664269339,34.9599738877775,52.6,118.5362158,79.061
Colombia,2019,97.8,39.0,15.1209763671974,37.7448515262878,55.9,121.6634145,79.415
Colombia,2020,98.2,,15.7226398735716,39.4836916913458,58.1,123.2204667,79.764
Colombia,2021,98.4,,15.7121396828327,42.3846056970013,62.3,128.6822441,80.108
Colombia,2022,98.5,45.76,16.3014663939335,46.9053935998568,64.1,130.9211763,80.446
Colombia,2023,98.5,,16.1007142847292,47.0541978052352,65.0,132.0713308,80.778
Costa Rica,1975,,,,,,,
Costa Rica,1976,,,,,,,
Costa Rica,1977,,,,,,,
Costa Rica,1978,,,,,,,
Costa Rica,1979,,,,,,0.0,
Costa Rica,1980,,,,,,0.0,41.349
Costa Rica,1981,,,,,,0.0,41.698
Costa Rica,1982,,,,,,0.0,42.046
Costa Rica,1983,,,,,,0.0,42.396
Costa Rica,1984,,,,,,0.0,42.747
Costa Rica,1985,,,,,,0.0,43.099
Costa Rica,1986,,,,,,0.0,43.45
Costa Rica,1987,,,,,,0.0,43.803
Costa Rica,1988,,,,,,0.0,44.156
Costa Rica,1989,,,,,,0.0,44.542
Costa Rica,1990,,,,,,0.0,45.445
Costa Rica,1991,,,,,,0.0,46.353
Costa Rica,1992,,,,,,0.0,47.264
Costa Rica,1993,,,,,,0.0,48.177
Costa Rica,1994,,,,,0.0,0.0,49.089
Costa Rica,1995,,,,,,0.0,50.003
Costa Rica,1996,,,,,0.00111,0.090549498,50.917
Costa Rica,1997,,,,,0.0815,0.133113211,51.832
Costa Rica,1998,,,,,0.28,0.200191909,52.743
Costa Rica,1999,,,,,0.417,0.524790252,53.653
Costa Rica,2000,,,,,0.841,1.272648304,54.561
Costa Rica,2001,,,,,1.64,1.721843643,55.467
Costa Rica,2002,,,,,2.67,2.846322652,56.367
Costa Rica,2003,,,,,3.9,3.541727008,57.264
Costa Rica,2004,,,,,5.8,5.31801431,58.157
Costa Rica,2005,96.9,,,,9.56,8.066274189,59.052
Costa Rica,2006,98.2,,,,19.9,12.18830827,60.41
Costa Rica,2007,98.5,,,,20.3,18.58131934,61.753
Costa Rica,2008,98.7,,,,20.8,21.70532355,63.08
Costa Rica,2009,99.0,,,,22.1,25.51746605,64.388
Costa Rica,2010,99.1,,,,25.1,32.97533765,65.672
Costa Rica,2011,99.1,,15.9931814755133,,28.4,33.96875103,66.935
Costa Rica,2012,99.2,,17.8815589398535,35.860219133817,32.3,41.90588862,68.174
Costa Rica,2013,99.3,,18.4731734883749,37.8629840925686,34.3,42.74082225,69.39
Costa Rica,2014,99.4,,20.5746430650479,43.7723776439847,36.5,67.68068898,70.575
Costa Rica,2015,99.0,,20.2959684255709,49.3806062420387,39.2,88.74215105,71.736
Costa Rica,2016,99.2,50.36,19.8903948433785,47.6533510789576,47.5,113.5432338,72.868
Costa Rica,2017,99.5,,19.969542855501,44.3141331651118,46.0,148.4280298,73.946
Costa Rica,2018,99.6,,22.7616703625001,46.0200427541641,53.0,144.9214415,74.97
Costa Rica,2019,99.4,64.55,22.6913491655596,47.4513205823866,59.8,153.9372109,75.941
Costa Rica,2020,99.4,,22.2264048054795,49.7299243611404,65.9,168.4594269,76.862
Costa Rica,2021,99.5,,22.0041344187277,53.0984453119684,71.6,177.0248638,77.735
Costa Rica,2022,99.6,67.84,22.008151460415,55.1272484302097,73.5,168.5386493,78.56
Costa Rica,2023,99.7,,21.4715498065871,58.6380537725523,81.2,143.7687874,79.34
Cuba,1975,,,,,,,
Cuba,1976,,,,,,,
Cuba,1977,,,,,,,
Cuba,1978,,,,,,,
Cuba,1979,,,,,,0.0,
Cuba,1980,,,,,,0.0,64.224
Cuba,1981,,,,,,0.0,65.018
Cuba,1982,,,,,,0.0,65.802
Cuba,1983,,,,,,0.0,66.579
Cuba,1984,,,,,,0.0,67.346
Cuba,1985,,,,,,0.0,68.106
Cuba,1986,,,,,,0.0,68.853
Cuba,1987,,,,,,0.0,69.414
Cuba,1988,,,,,,0.0,69.925
Cuba,1989,,,,,,0.0,70.433
Cuba,1990,,,,,,0.0,70.933
Cuba,1991,,,,,,0.0,71.43
Cuba,1992,,,,,,0.0,71.921
Cuba,1993,,,,,,0.0,72.408
Cuba,1994,,,,,0.0,0.0,72.888
Cuba,1995,,,,,,0.0,73.364
Cuba,1996,,,,,,0.002169932,73.676
Cuba,1997,,,,,,0.004612149,73.827
Cuba,1998,,,,,,0.010581227,73.977
Cuba,1999,,,,,9.17e-05,0.017745518,74.127
Cuba,2000,,,,,0.0319,0.022138038,74.277
Cuba,2001,,,,,0.0682,0.027222812,74.426
Cuba,2002,,,,,0.227,0.036759914,74.618
Cuba,2003,,,,,0.315,0.04639527,74.855
Cuba,2004,,,,,0.541,0.058852179,75.089
Cuba,2005,97.0,,,,1.08,0.077016808,75.323
Cuba,2006,96.2,,,,3.77,0.159811267,75.555
Cuba,2007,95.5,,,,5.24,0.315700642,75.785
Cuba,2008,96.5,,,,8.41,0.675233985,75.947
Cuba,2009,96.6,,,,9.74,1.205162957,76.041
Cuba,2010,96.8,,,,11.2,1.356185222,76.134
Cuba,2011,96.9,,,,11.7,1.759130327,76.227
Cuba,2012,97.1,,,,12.9,2.941806353,76.32
Cuba,2013,97.3,,,,14.3,5.505147704,76.413
Cuba,2014,97.6,,,,15.9,8.883772062,76.505
Cuba,2015,97.8,,,,16.0,11.63974471,76.597
Cuba,2016,98.0,,,,21.2,14.86958951,76.689
Cuba,2017,98.3,,,,27.9,17.62738063,76.781
Cuba,2018,98.5,,,,29.1,22.33274085,76.827
Cuba,2019,98.7,,,,37.3,29.41249715,76.861
Cuba,2020,99.0,,,,43.0,35.16042833,76.896
Cuba,2021,99.2,,,,57.1,40.6988106,76.93
Cuba,2022,99.4,,,,62.7,47.43291193,76.977
Cuba,2023,99.6,,,,68.0,53.39569959,77.037
Curacao,1975,,,,,,,
Curacao,1976,,,,,,,
Curacao,1977,,,,,,,
Curacao,1978,,,,,,,
Curacao,1979,,,,,,,
Curacao,1980,,,,,,,80.161
Curacao,1981,,,,,,,80.491
Curacao,1982,,,,,,,80.817
Curacao,1983,,,,,,,81.138
Curacao,1984,,,,,,,81.456
Curacao,1985,,,,,,,81.769
Curacao,1986,,,,,,,82.078
Curacao,1987,,,,,,,82.383
Curacao,1988,,,,,,,82.684
Curacao,1989,,,,,,,82.982
Curacao,1990,,,,,,,83.274
Curacao,1991,,,,,,,83.563
Curacao,1992,,,,,,,83.848
Curacao,1993,,,,,,,84.129
Curacao,1994,,,,,,,84.405
Curacao,1995,100.0,,,,,,84.678
Curacao,1996,100.0,,,,,,84.947
Curacao,1997,100.0,,,,,,85.444
Curacao,1998,100.0,,,,,,86.224
Curacao,1999,100.0,,,,,,86.969
Curacao,2000,100.0,,,,,,87.68
Curacao,2001,100.0,,,,,,88.358
Curacao,2002,100.0,,,,,,89.002
Curacao,2003,100.0,,,,,,89.615
Curacao,2004,100.0,,,,,,90.198
Curacao,2005,100.0,,,,,,90.752
Curacao,2006,99.9,,,,,,91.011
Curacao,2007,99.9,,,,,,90.894
Curacao,2008,99.8,,,,,,90.775
Curacao,2009,99.8,,,,,,90.655
Curacao,2010,99.7,,,,,,90.534
Curacao,2011,99.7,,,,,,90.411
Curacao,2012,99.7,,,,,,90.287
Curacao,2013,99.7,,,,,128.0791032,90.161
Curacao,2014,99.7,,,,,128.0110428,90.034
Curacao,2015,100.0,,,,,127.5963804,89.905
Curacao,2016,100.0,,,,,124.8578818,89.775
Curacao,2017,100.0,,,,,122.491212,89.654
Curacao,2018,100.0,,,,,114.6073501,89.544
Curacao,2019,100.0,,,,,112.3351733,89.443
Curacao,2020,100.0,,,,61.9,109.3153878,89.352
Curacao,2021,100.0,,,,68.1,109.1299177,89.272
Curacao,2022,100.0,,,,,100.9029785,89.203
Curacao,2023,100.0,,,,,95.40617378,89.145
Dominica,1975,,,,,,,
Dominica,1976,,,,,,,
Dominica,1977,,,,,,,
Dominica,1978,,,,,,,
Dominica,1979,,,,,,0.0,
Dominica,1980,,,,,,0.0,42.671
Dominica,1981,,,,,,0.0,43.484
Dominica,1982,,,,,,0.0,44.297
Dominica,1983,,,,,,0.0,45.115
Dominica,1984,,,,20.8773091294556,,0.0,45.935
Dominica,1985,,,,22.2143588776937,,0.0,46.759
Dominica,1986,,,,24.7441989252911,,0.0,47.793
Dominica,1987,,,,25.3239816315363,,0.0,49.524
Dominica,1988,,,,27.2908169100814,,0.0,51.257
Dominica,1989,,,,27.9218746988436,,0.0,52.99
Dominica,1990,,,,29.6821254651116,,0.0,54.71
Dominica,1991,,,,27.591229384774,,0.0,56.422
Dominica,1992,,,,27.5936805143508,,0.0,58.118
Dominica,1993,,,,23.6089878543735,,0.0,59.798
Dominica,1994,,,,22.8247764528708,0.0,0.0,61.45
Dominica,1995,,,,27.8633564204123,,0.0,63.079
Dominica,1996,,,,34.307481795347,,0.0,64.482
Dominica,1997,,,,38.8208362446218,,0.0,64.569
Dominica,1998,,,,39.5087299447216,,0.0,64.656
Dominica,1999,,,,41.773213494525,0.549,0.0,64.744
Dominica,2000,,,,43.6814396910638,1.17,0.666512448,64.831
Dominica,2001,,,,43.7766352390692,,0.804852275,64.918
Dominica,2002,,,,46.4959997841367,2.93,0.942876208,65.005
Dominica,2003,75.0,,,45.4253202731984,2.93,1.164517162,65.092
Dominica,2004,79.6219177246094,,,47.2265209578642,8.81,1.755772101,65.179
Dominica,2005,81.1,,,47.0953808686862,13.2,11.31294753,65.265
Dominica,2006,82.1,,,46.8628523583589,18.4,17.83276201,65.382
Dominica,2007,87.7,,,50.4332663238446,23.6,34.75351392,65.689
Dominica,2008,84.0,,,47.8556420445267,30.3,61.01146207,65.994
Dominica,2009,85.0,,,48.1686915732023,38.5,75.72006873,66.299
Dominica,2010,86.0,,,45.3772628217576,39.4,104.0121032,66.601
Dominica,2011,87.0,,24.1691842900302,45.4546921649318,40.3,129.4074882,66.903
Dominica,2012,88.1,,23.9320330262056,48.586157459659,41.2,132.3020558,67.203
Dominica,2013,90.9,,23.6952787157159,50.4146420165515,42.0,143.1977437,67.502
Dominica,2014,90.2,,23.4553663923692,49.120689806717,47.5,153.5408334,67.799
Dominica,2015,91.3,,23.2261061433051,48.9566004639846,48.6,158.4533473,68.094
Dominica,2016,90.1,,23.0180499875319,48.9165467625899,49.8,158.6633376,68.389
Dominica,2017,93.5,,22.8445239772316,53.1026077565194,51.0,135.9745997,68.685
Dominica,2018,94.6,,22.6984697448314,55.6149973757549,57.5,106.5084834,68.982
Dominica,2019,95.7,,22.5360576923077,59.1161340964342,65.0,110.3533983,69.28
Dominica,2020,96.7,,22.4286488608115,57.6210049056043,67.0,111.9429183,69.579
Dominica,2021,97.8,,20.3379802536701,53.6747416664294,69.6,106.8562419,69.88
Dominica,2022,98.9,,20.0799547288293,51.3062418235741,,108.4675882,70.181
Dominica,2023,99.6,,18.1149575204246,46.9458549189495,73.4,109.3856751,70.483
Dominican Republic,1975,,,,,,,
Dominican Republic,1976,,,,,,,
Dominican Republic,1977,,,,,,,
Dominican Republic,1978,,,,,,,
Dominican Republic,1979,,,,,,0.0,
Dominican Republic,1980,,,,,,0.0,45.729
Dominican Republic,1981,,,,,,0.0,46.838
Dominican Republic,1982,,,,,,0.0,47.948
Dominican Republic,1983,,,,,,0.0,49.061
Dominican Republic,1984,,,,,,0.0,50.175
Dominican Republic,1985,,,,,,0.0,51.29
Dominican Republic,1986,,,,,,0.0,52.401
Dominican Republic,1987,,,,,,0.0,53.05
Dominican Republic,1988,,,,,,0.0,53.323
Dominican Republic,1989,,,,,,0.0,53.596
Dominican Republic,1990,,,,,,0.0,53.868
Dominican Republic,1991,,,,,,,54.14
Dominican Republic,1992,,,,,,,54.412
Dominican Republic,1993,,,,,,,54.684
Dominican Republic,1994,,,,,0.0,0.044410131,54.955
Dominican Republic,1995,,,,,,0.077008662,55.226
Dominican Republic,1996,78.2,,,,,0.096804509,55.497
Dominican Republic,1997,82.4854049682617,,,,,0.136799086,55.767
Dominican Republic,1998,83.2554931640625,,,,,0.27175271,56.037
Dominican Republic,1999,84.0242233276367,,,,0.0172,0.711318386,56.752
Dominican Republic,2000,84.7909088134766,,,,0.075,1.030251685,57.598
Dominican Republic,2001,85.5548782348633,,,,0.143,1.737308953,58.441
Dominican Republic,2002,86.3154449462891,,,,0.234,2.528143136,59.276
Dominican Republic,2003,87.0719375610352,,,,1.1,5.045953253,60.107
Dominican Republic,2004,91.0,,,,3.7,8.259550168,60.933
Dominican Republic,2005,88.8,,,,4.43,14.65078025,61.753
Dominican Republic,2006,89.8,,,,6.82,19.33586664,62.565
Dominican Republic,2007,89.7,,,,7.9,23.45233979,63.371
Dominican Republic,2008,89.2,,,,8.87,28.02197735,64.605
Dominican Republic,2009,90.3,,,,11.5,39.53497786,66.003
Dominican Republic,2010,90.1,,,,14.8,49.60766544,67.37
Dominican Republic,2011,90.1,,9.97744035989175,23.6407582982231,17.7,58.63367597,68.71
Dominican Republic,2012,96.9,,9.94002310445305,19.6494366342449,20.8,75.71692085,70.02
Dominican Republic,2013,97.6,,9.91722781913145,18.6926214053015,27.7,89.44610736,71.3
Dominican Republic,2014,97.9,,9.9250851447265,20.7082666024064,31.4,90.967736,72.542
Dominican Republic,2015,98.1,,10.0538694293556,20.726679618243,38.0,88.56030809,73.753
Dominican Republic,2016,97.9,38.2,10.2068779325044,21.5497953498639,42.3,89.06690359,74.827
Dominican Republic,2017,97.9,,10.2372338817039,22.7101349836385,45.9,90.58150835,75.802
Dominican Republic,2018,98.4,,10.6598273832137,22.9052179850353,49.6,80.75708159,76.749
Dominican Republic,2019,98.5,54.09,10.4873993967397,22.4928773646523,54.2,84.54150519,77.67
Dominican Republic,2020,98.6,,11.654886090628,23.3897511109954,63.9,82.71721586,78.566
Dominican Republic,2021,98.9,,11.5613794322234,25.2038732295267,67.6,82.36053386,79.436
Dominican Republic,2022,100.0,56.24,12.552729589018,25.9668074857324,74.8,83.02096599,80.277
Dominican Republic,2023,98.9,,12.5811812716322,26.8524647811727,79.7,82.22940664,81.074
Ecuador,1975,,,,,,,
Ecuador,1976,,,,,,,
Ecuador,1977,,,,,,,
Ecuador,1978,,,,,,,
Ecuador,1979,,,,,,0.0,
Ecuador,1980,,,,,,0.0,42.363
Ecuador,1981,,,,,,0.0,43.276
Ecuador,1982,,,,,,0.0,44.191
Ecuador,1983,,,,,,0.0,45.111
Ecuador,1984,,,,,,0.0,46.034
Ecuador,1985,,,,,,0.0,46.961
Ecuador,1986,,,,,,0.0,47.888
Ecuador,1987,,,,,,0.0,48.818
Ecuador,1988,,,,,,0.0,49.658
Ecuador,1989,,,,,,0.0,50.438
Ecuador,1990,,,,,,0.0,51.215
Ecuador,1991,,,,,,0.0,51.993
Ecuador,1992,,,,,,0.0,52.769
Ecuador,1993,,,,,,0.0,53.546
Ecuador,1994,,,,,0.0,0.0,54.318
Ecuador,1995,,,,,,0.0,55.09
Ecuador,1996,,,,,0.00512,0.0,55.709
Ecuador,1997,,,,,0.0164,0.0,56.226
Ecuador,1998,,,,,0.0348,0.166730527,56.74
Ecuador,1999,,,,,0.0438,0.470346789,57.254
Ecuador,2000,89.830167,,,,0.0862,0.507667711,57.766
Ecuador,2001,92.0513763427734,,,,0.11,1.055277857,58.277
Ecuador,2002,92.429817199707,,,,0.125,1.990312216,58.785
Ecuador,2003,92.726642,,,,0.823,3.087202545,59.291
Ecuador,2004,93.071434,,,,1.46,3.819053045,59.796
Ecuador,2005,93.7,,,,2.67,6.688339072,60.299
Ecuador,2006,94.0,,,,4.26,11.94176277,60.799
Ecuador,2007,94.2,,,,4.46,18.02968067,61.118
Ecuador,2008,95.0,,,,4.83,26.1860424,61.316
Ecuador,2009,94.8,,,19.0719396318142,5.99,45.36184863,61.514
Ecuador,2010,95.8,,,18.0551202336506,7.2,60.56829501,61.711
Ecuador,2011,96.3,,10.5289409803783,20.5413980220229,10.8,69.74523844,61.907
Ecuador,2012,96.8,,10.6278743445509,21.9843010481258,18.8,80.60041815,62.104
Ecuador,2013,97.2,,11.0677720829962,22.3312165490477,24.6,89.81868124,62.3
Ecuador,2014,96.5,,11.9190191934624,23.3804598593846,29.0,98.60665932,62.495
Ecuador,2015,97.5,,11.9985167683075,23.9648755618427,31.4,100.6233672,62.69
Ecuador,2016,96.9,36.74,11.9639740654347,24.8896332211154,35.1,106.2830299,62.851
Ecuador,2017,97.2,,12.307924898399,27.0843336858919,40.3,105.7445117,62.988
Ecuador,2018,98.0,,12.6833757344841,27.5915486903939,45.6,104.0590503,63.125
Ecuador,2019,99.0,46.21,12.9305291090884,28.44437278344,48.9,79.92016129,63.261
Ecuador,2020,98.8,,11.9670388887905,28.5522332055412,54.1,84.44422411,63.398
Ecuador,2021,98.7,,11.5811124942872,29.208430980274,55.8,87.74901563,63.534
Ecuador,2022,99.2,51.25,11.5164613637073,29.9362613682185,57.5,92.69594524,63.67
Ecuador,2023,98.7,,10.9607683634781,31.5046558000332,59.2,91.40531396,63.821
Ecuador,2024,99.1,,9.68465788779608,34.2208461040213,70.7,88.04208636,63.986
El Salvador,1975,,,,,,,
El Salvador,1976,,,,,,,
El Salvador,1977,,,,,,,
El Salvador,1978,,,,,,,
El Salvador,1979,,,,,,0.0,
El Salvador,1980,,,,,,0.0,41.551
El Salvador,1981,,,,,,0.0,42.058
El Salvador,1982,,,,,,0.0,42.565
El Salvador,1983,,,,,,0.0,43.075
El Salvador,1984,,,,,,0.0,43.586
El Salvador,1985,,,,,,0.0,44.099
